(374, 105)
(367, 115)
(366, 124)
(363, 131)
(363, 146)
(364, 159)
(365, 169)
(370, 179)
(368, 183)
(372, 195)
(380, 207)
(386, 217)
(393, 225)
(391, 229)
(398, 238)
(400, 245)
(406, 255)
(397, 250)
(399, 261)
(389, 254)
(391, 265)
(384, 262)
(385, 271)
(378, 262)
(372, 276)
(376, 287)
(384, 300)
(386, 279)
(395, 291)
(398, 265)
(414, 273)
(423, 275)
(433, 271)
(438, 271)
(442, 264)
(432, 255)
(419, 247)
(414, 236)
(429, 245)
(416, 234)
(407, 228)
(398, 218)
(390, 209)
(385, 200)
(381, 189)
(377, 174)
(375, 161)
(374, 145)
(374, 133)
(372, 126)
(375, 112)
(376, 108)
