(182, 144)
(178, 136)
(177, 135)
(178, 117)
(181, 103)
(177, 96)
(183, 81)
(194, 68)
(200, 60)
(194, 57)
(199, 49)
(200, 44)
(215, 43)
(237, 31)
(266, 25)
(288, 24)
(312, 24)
(339, 28)
(376, 36)
(398, 46)
(419, 61)
(434, 77)
(455, 102)
(471, 120)
(480, 134)
(485, 153)
(498, 171)
(502, 198)
(507, 209)
(503, 227)
(495, 245)
(488, 264)
(485, 281)
(479, 297)
(474, 308)
(470, 323)
(464, 340)
(459, 347)
(460, 356)
(465, 362)
(458, 374)
(449, 391)
(447, 403)
(441, 407)
(425, 403)
(412, 392)
(411, 385)
(416, 381)
(426, 380)
(425, 371)
(414, 366)
(406, 361)
(407, 353)
(408, 349)
(407, 345)
(416, 341)
(432, 338)
(438, 330)
(443, 321)
(451, 310)
(457, 301)
(461, 296)
(463, 283)
(463, 265)
(453, 266)
(444, 265)
(439, 274)
(427, 274)
(419, 276)
(413, 273)
(408, 269)
(401, 266)
(399, 265)
(395, 278)
(395, 287)
(395, 295)
(391, 285)
(387, 279)
(385, 286)
(384, 293)
(385, 299)
(381, 295)
(375, 285)
(372, 276)
(372, 265)
(377, 256)
(381, 246)
(383, 237)
(373, 224)
(369, 215)
(365, 203)
(359, 184)
(357, 167)
(360, 154)
(364, 139)
(361, 127)
(366, 118)
(369, 109)
(378, 101)
(377, 94)
(371, 84)
(362, 80)
(355, 74)
(361, 85)
(358, 88)
(351, 80)
(352, 88)
(340, 82)
(341, 89)
(328, 75)
(327, 88)
(317, 78)
(309, 72)
(308, 79)
(294, 71)
(271, 67)
(260, 65)
(256, 67)
(256, 69)
(249, 71)
(242, 73)
(257, 77)
(236, 78)
(229, 78)
(228, 85)
(222, 91)
(213, 101)
(207, 112)
(200, 125)
(195, 131)
(190, 141)
(181, 146)
