(448, 113)
(443, 109)
(432, 102)
(425, 100)
(415, 96)
(403, 98)
(390, 103)
(378, 111)
(373, 124)
(374, 135)
(376, 153)
(379, 171)
(384, 189)
(387, 202)
(396, 218)
(411, 230)
(424, 241)
(432, 245)
(417, 243)
(428, 254)
(442, 262)
(461, 264)
(462, 272)
(462, 289)
(457, 308)
(448, 319)
(439, 330)
(437, 343)
(434, 351)
(448, 348)
(441, 358)
(425, 365)
(440, 370)
(443, 378)
(433, 391)
(446, 390)
(449, 401)
(453, 384)
(459, 375)
(464, 360)
(458, 354)
(463, 344)
(464, 335)
(468, 332)
(470, 317)
(473, 297)
(473, 282)
(475, 270)
(470, 260)
(471, 248)
(464, 238)
(482, 241)
(469, 221)
(487, 234)
(493, 230)
(481, 215)
(466, 205)
(464, 186)
(460, 169)
(454, 161)
(451, 151)
(450, 140)
(447, 125)
(445, 111)
