(412, 392)
(388, 418)
(356, 459)
(324, 505)
(268, 598)
(240, 640)
(229, 658)
(222, 669)
(239, 681)
(274, 681)
(306, 680)
(343, 680)
(390, 680)
(448, 680)
(485, 680)
(553, 687)
(618, 687)
(624, 687)
(645, 687)
(665, 687)
(680, 687)
(687, 687)
(677, 666)
(669, 638)
(659, 610)
(652, 584)
(640, 571)
(623, 561)
(604, 538)
(555, 507)
(515, 487)
(487, 471)
(466, 455)
(465, 447)
(457, 447)
(448, 431)
(439, 416)
(436, 407)
(422, 400)
