(386, 301)
(379, 309)
(376, 319)
(373, 330)
(373, 338)
(372, 343)
(373, 353)
(379, 355)
(386, 354)
(394, 351)
(400, 347)
(405, 345)
(412, 341)
(427, 336)
(437, 333)
(446, 317)
(451, 309)
(460, 296)
(461, 282)
(461, 267)
(454, 263)
(446, 265)
(443, 270)
(421, 275)
(405, 269)
(395, 267)
(395, 289)
(384, 280)
(385, 299)
